Movie_Name,Rating,Total_Numberof_Rating,Metascore,Runtime,Year,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,Horror,Mystery,Romance,Sci-Fi,Sport,Thriller,War
Gabby Giffords Won't Back Down,7.4,261,74,98,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gatlopp,5.9,2000,69,80,2022,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Get Away If You Can,3.2,336,39,80,2022,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Gigi & Nate,6.7,2400,45,114,2022,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Give Me Pity!,5.8,209,64,80,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Glass Onion,7.1,482000,81,139,2022,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0
Glorious,5.6,8200,60,79,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
God's Country,5.6,4700,77,102,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
God's Creatures,6,4000,69,100,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
God's Time,4.9,198,56,83,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
God's Waiting Room,5.7,102,54,95,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gone in the Night,4.9,7300,52,90,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Good Luck to You, Leo Grande",7.2,42000,78,97,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Goodnight Mommy,5.7,18000,45,92,2022,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
Guillermo del Toro's Pinocchio,7.6,122000,79,117,2022,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
Guillermo del Toro's Pinocchio,7.6,125000,79,117,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Halloween Ends,5,79000,47,111,2022,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0
Harka,6.7,557,80,87,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hello, Goodbye and Everything in Between",5.2,4800,54,82,2022,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Hellraiser,5.9,53000,55,121,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Hocus Pocus 2,6,57000,56,103,2022,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Hollywood Stargirl,5.8,1400,66,105,2022,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
Home Team,6,23000,23,95,2022,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Honk for Jesus. Save Your Soul.,5.3,4500,63,106,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Honor Society,6.5,11000,66,98,2022,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Hotel Transylvania 4: Transformania,6,45000,46,87,2022,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Hotel Transylvania 4: Transformania,6,46000,46,87,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
House of Darkness,4.7,5400,54,88,2022,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
How to Blow Up a Pipeline,6.9,12000,76,104,2022,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Hundreds of Beavers,7.6,14000,82,108,2022,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hustle,7.3,157000,68,117,2022,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Hypochondriac,5,1100,48,97,2022,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
I Came By,6.2,37000,57,110,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I Love My Dad,6.3,3600,59,96,2022,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
I Want You Back,6.5,26000,62,116,2022,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
I'll Be Your Mirror,6.6,77,53,111,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
I'm Charlie Walker,5.2,374,41,78,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I'm Totally Fine,6,1300,62,83,2022,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Icarus: The Aftermath,8,45,89,111,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Infinite Storm,5.3,12000,56,97,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Influencer,6.2,18000,66,92,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Interceptor,4.7,29000,51,99,2022,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
It Ain't Over,8.2,1600,79,99,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jackass Forever,6.8,54000,74,96,2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jerry and Marge Go Large,6.9,32000,52,96,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Jethica,5.3,636,70,72,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Joyland,7.6,7700,82,126,2022,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Joyride,6.2,3300,48,94,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
June Zero,6.6,298,65,105,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jurassic World: Dominion,5.6,233000,38,147,2022,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Kids vs. Aliens,5,1800,51,75,2022,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Kimi,6.3,42000,79,89,2022,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
Lady Chatterley's Lover,6.6,26000,67,126,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Lightyear,6.1,132000,60,105,2022,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
Lightyear,6.1,134000,60,105,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Linoleum,6.5,4100,80,101,2022,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Look Both Ways,6.3,26000,49,110,2022,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
Lou,6.1,37000,51,107,2022,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0
Love in the Villa,5.5,15000,50,114,2022,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Luck,6.4,33000,48,105,2022,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Luck,6.4,34000,48,105,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Luckiest Girl Alive,6.4,59000,54,113,2022,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Lucy and Desi,7.7,3300,73,103,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Lyle, Lyle, Crocodile",6.1,17000,51,106,2022,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
M3GAN,6.3,171000,72,102,2022,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Mack & Rita,4.8,2500,49,94,2022,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Marlowe,5.4,14000,41,109,2022,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
Marry Me,6.1,47000,51,112,2022,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Master,5.3,6200,66,98,2022,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Master Gardener,6.1,13000,63,111,2022,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Master of Light,6.7,264,81,83,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Matilda: The Musical,7,32000,72,117,2022,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
McEnroe,6.9,1300,67,104,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Me Time,5.1,44000,25,101,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Measure of Revenge,3.8,606,30,92,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Meet Cute,5.7,14000,50,89,2022,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
Memory,5.7,40000,41,114,2022,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Men,6,75000,65,100,2022,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
Mending the Line,6.7,2000,56,122,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Metal Lords,6.7,35000,59,97,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Minions: The Rise of Gru,6.5,100000,56,87,2022,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
Minions: The Rise of Gru,6.5,102000,56,87,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monica,6.3,1700,75,106,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Monstrous,4.7,5500,52,88,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Moonfall,5.2,108000,41,130,2022,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Moonshot,5.6,6700,58,104,2022,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Morbius,5.1,166000,35,104,2022,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
Moving On,6,4200,60,85,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mr. Harrigan's Phone,6,42000,55,104,2022,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Mr. Malcolm's List,6,6300,65,117,2022,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Murder at Yellowstone City,5.4,3400,45,127,2022,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
My Best Friend's Exorcism,5.3,7300,58,97,2022,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
My Father's Dragon,6.5,3900,74,99,2022,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
My Father's Dragon,6.5,4000,74,99,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
My Love Affair with Marriage,7.1,627,80,107,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
My Love Affair with Marriage,7.1,649,80,107,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
My Policeman,6.6,25000,50,113,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Nanny,5.3,8800,72,99,2022,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Next Exit,5.6,2100,59,106,2022,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
Night's End,4,1100,49,81,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No Exit,6.1,37000,54,95,2022,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Nocebo,5.8,8600,58,96,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Nope,6.8,303000,77,130,2022,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
Not Okay,6.1,20000,62,100,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Notre-Dame on Fire,6.4,3100,64,110,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Old Man,4.9,3700,56,97,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
On the Come Up,5.7,819,52,116,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
One Way,4.1,2100,46,95,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Orphan: First Kill,5.9,52000,54,99,2022,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
Our Father,6.6,15000,45,97,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Out of the Blue,4.4,1900,39,104,2022,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0
Padre Pio,4.4,1700,41,104,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Palm Trees and Power Lines,6.5,3300,73,110,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Paradise City,3.7,4800,31,92,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Paradise Highway,5.7,7600,48,115,2022,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Paws of Fury: The Legend of Hank,5.7,7300,45,98,2022,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Paws of Fury: The Legend of Hank,5.8,7400,45,98,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pearl,7,146000,76,103,2022,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Persuasion,5.8,39000,42,108,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Pinball: The Man Who Saved the Game,7,4800,64,95,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Pinocchio,5.1,45000,38,105,2022,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
Please Baby Please,5.6,1400,65,95,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Poker Face,5.2,15000,43,94,2022,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Pretty Problems,5.6,1600,59,103,2022,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Prey,7.1,255000,71,100,2022,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Prey for the Devil,5.3,20000,38,93,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Prisoner's Daughter,6.4,3300,48,100,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Purple Hearts,6.7,65000,30,122,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Puss in Boots: The Last Wish,7.8,210000,73,102,2022,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Puss in Boots: The Last Wish,7.8,216000,73,102,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Raymond & Ray,6.2,9400,49,105,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Redeeming Love,6.7,18000,32,134,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Resurrection,5.9,13000,70,103,2022,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
Retrograde,7.3,1200,76,94,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rise,7,8800,74,113,2022,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Rise of the Teenage Mutant Ninja Turtles: The Movie,6.2,7600,61,82,2022,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
Rise of the Teenage Mutant Ninja Turtles: The Movie,6.2,7700,61,82,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Robe of Gems,5.5,486,71,118,2022,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Rogue Agent,6.5,15000,61,115,2022,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
Rosaline,6.5,11000,61,95,2022,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Rounding,5.2,267,65,91,2022,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Sam & Kate,6.2,2400,58,110,2022,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Sam Now,7.9,235,93,87,2022,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Samaritan,5.7,59000,45,102,2022,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Sanctuary,6.2,12000,67,96,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Satanic Hispanics,5.8,1600,56,112,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Scrap,6.9,706,73,105,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Scream,6.3,177000,60,114,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Scrooge: A Christmas Carol,6.2,8600,46,96,2022,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
Scrooge: A Christmas Carol,6.2,8700,46,96,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Secret Headquarters,5.2,8500,47,104,2022,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
See How They Run,6.5,71000,60,98,2022,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Sell/Buy/Date,7.1,59,58,97,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Senior Year,5.5,47000,47,111,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Sharp Stick,4.9,2700,53,92,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shattered,5,7100,27,92,2022,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
She Said,7.3,48000,74,129,2022,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Shotgun Wedding,5.5,41000,46,101,2022,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Showing Up,6.3,6800,86,107,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Sick,6,23000,62,83,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Significant Other,5.7,18000,57,84,2022,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
Sisu,6.9,99000,70,91,2022,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Skinamarink,4.7,19000,66,100,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Slumberland,6.7,35000,40,117,2022,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
Smile,6.5,221000,68,115,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Soft & Quiet,6.2,12000,82,92,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Something from Tiffany's,6.2,13000,46,87,2022,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Something in the Dirt,5.8,6100,76,116,2022,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
Somewhere in Queens,6.8,6100,61,106,2022,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Sonic the Hedgehog 2,6.5,110000,47,122,2022,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0
Spiderhead,5.5,70000,54,106,2022,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
Spin Me Round,5.2,6600,58,104,2022,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Spirit Halloween,4.6,2300,48,87,2022,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0
Spirited,6.6,56000,55,127,2022,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Spoiler Alert,7.3,8900,61,112,2022,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Stars at Noon,5.5,4500,65,135,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Stay Awake,6.6,368,62,94,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Strange World,5.7,49000,65,102,2022,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0
Strange World,5.7,50000,65,102,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Studio 666,5.6,16000,50,106,2022,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Summering,4.5,512,50,85,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Susie Searches,5.9,1200,51,105,2022,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
Swallowed,5.3,3800,53,96,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Tall Girl 2,4.7,7100,35,97,2022,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
Taurus,4.6,1400,51,98,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Terrifier 2,6,76000,59,138,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Texas Chainsaw Massacre,4.7,67000,34,81,2022,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
The 355,5.6,42000,40,122,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Adam Project,6.7,249000,55,106,2022,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
The African Desperate,5.6,627,72,97,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Anthrax Attacks,6.3,2400,64,94,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Apology,5.2,2900,46,92,2022,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Artifice Girl,6.6,12000,60,93,2022,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
The Aviary,4.2,885,57,96,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Bad Guys,6.9,69000,64,100,2022,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
The Bad Guys,6.9,76000,64,100,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Banshees of Inisherin,7.7,283000,87,114,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Batman,7.8,886000,72,176,2022,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
The Blackening,6,24000,67,97,2022,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
The Bob's Burgers Movie,7,23000,75,102,2022,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0
The Bob's Burgers Movie,7,24000,75,102,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Bubble,4.7,30000,34,126,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Cellar,5.3,8900,49,94,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Civil Dead,6.2,710,66,104,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Contractor,5.8,33000,52,103,2022,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
The Cow Who Sang a Song Into the Future,5.9,429,69,98,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Curse of Bridge Hollow,5.6,13000,38,89,2022,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
The Drop,4.3,1000,52,92,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Enforcer,5.3,5700,38,90,2022,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
The Estate,5.3,6300,37,96,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Eternal Daughter,5.9,7200,80,96,2022,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Fabelmans,7.5,130000,85,151,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Good Neighbor,6,16000,49,106,2022,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
The Good Nurse,6.8,87000,65,121,2022,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
The Gray Man,6.5,262000,49,122,2022,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Greatest Beer Run Ever,6.8,34000,39,126,2022,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
The Harbinger,5.4,2200,70,87,2022,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
The Ice Age Adventures of Buck Wild,4.4,19000,30,82,2022,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
The Immaculate Room,5.1,6900,42,92,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
The Independent,5.8,2200,48,108,2022,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
The Inspection,6.7,5800,73,95,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Integrity of Joseph Chambers,5.6,1100,66,96,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Invitation,5.3,39000,45,105,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
The King's Daughter,5.2,6800,31,98,2022,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
The Lair,4.6,6500,41,97,2022,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
The Listener,5.6,763,64,96,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Long Night,3.8,2400,44,91,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Lost City,6.1,172000,60,112,2022,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
The Man from Toronto,5.8,64000,34,110,2022,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
The Mean One,4,2600,29,93,2022,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Menu,7.2,465000,71,107,2022,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
The Munsters,4.5,12000,57,109,2022,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0
The Mystery of Marilyn Monroe: The Unheard Tapes,6.2,5900,38,101,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Noel Diary,6.2,21000,63,99,2022,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
The Northman,7,284000,82,137,2022,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
The Offering,5.3,8400,60,93,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Outwaters,3.9,5200,72,110,2022,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
The Pale Blue Eye,6.6,135000,56,128,2022,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
The People We Hate at the Wedding,5.8,12000,42,99,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The People's Joker,6.3,2000,78,92,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Pez Outlaw,6.9,3100,76,85,2022,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
The Princess,5.7,17000,43,94,2022,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
The Railway Children Return,5.5,1700,54,99,2022,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
The Redeem Team,7.4,12000,76,97,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Reef: Stalked,4.2,6200,41,93,2022,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
The Royal Treatment,5.3,12000,36,96,2022,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
The School for Good and Evil,5.9,40000,30,147,2022,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
The Sea Beast,7,63000,74,115,2022,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
The Sea Beast,7,64000,74,115,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Seven Faces of Jane,4.4,368,47,93,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Silent Twins,5.7,2700,59,113,2022,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Sky Is Everywhere,5.6,2100,66,103,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Stranger,6.6,29000,74,117,2022,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
The Swimmers,7.4,39000,62,134,2022,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Thief Collector,6.7,675,70,96,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Tiger Rising,4.8,1100,33,102,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Unbearable Weight of Massive Talent,7,172000,68,107,2022,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
The Unknown Country,6.3,930,82,85,2022,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
The Valet,6.7,18000,62,124,2022,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
The Visitor,4.3,3300,39,89,2022,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
The Walk,5.3,509,42,105,2022,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Weekend Away,5.7,34000,51,89,2022,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
The Whale,7.6,251000,60,117,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Woman King,6.9,80000,76,135,2022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Wonder,6.6,48000,71,108,2022,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
The Year Between,6.2,753,61,94,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The YouTube Effect,5.6,430,53,99,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
